
12312,1576,12346,1778,3266,0,3287,2500,2500,5468,1202,1203,1805,861,0,904,12342,1205,851,19902,0,0,0,0
12312,1576,12346,1778,3266,0,3287,2500,2500,5468,1202,1203,1805,861,0,904,12342,1205,851,19902,0,0,0,0
12306,1578,12356,1091,3279,0,3291,2500,2500,5467,1202,1205,1806,861,0,903,12345,1204,851,9498,0,0,0,0
12306,1578,12356,1091,3279,0,3291,2500,2500,5467,1202,1205,1806,861,0,903,12345,1204,851,9498,0,0,0,0
12306,1578,12356,1091,3279,0,3291,2500,2500,5467,1202,1205,1806,861,0,903,12345,1204,851,9498,0,0,0,0
12306,1578,12356,1091,3279,0,3291,2500,2500,5467,1202,1205,1806,861,0,903,12345,1204,851,9498,0,0,0,0
12306,1578,12356,1091,3279,0,3291,2500,2500,5467,1202,1205,1806,861,0,903,12345,1204,851,9498,0,0,0,0
12306,1578,12356,1091,3279,0,3291,2500,2500,5467,1202,1205,1806,861,0,903,12345,1204,851,9498,0,0,0,0
12306,1578,12356,1091,3279,0,3291,2500,2500,5467,1202,1205,1806,861,0,903,12345,1204,851,9498,0,0,0,0
12306,1578,12356,1091,3279,0,3291,2500,2500,5467,1202,1205,1806,861,0,903,12345,1204,851,9498,0,0,0,0
12283,1584,12339,1084,3262,0,3297,2500,2500,5470,1202,1203,1808,859,0,903,12337,1204,851,9378,0,0,0,0
12283,1584,12339,1084,3262,0,3297,2500,2500,5470,1202,1203,1808,859,0,903,12337,1204,851,9378,0,0,0,0
12283,1584,12339,1084,3262,0,3297,2500,2500,5470,1202,1203,1808,859,0,903,12337,1204,851,9378,0,0,0,0
12283,1584,12339,1084,3262,0,3297,2500,2500,5470,1202,1203,1808,859,0,903,12337,1204,851,9378,0,0,0,0
12283,1584,12339,1084,3262,0,3297,2500,2500,5470,1202,1203,1808,859,0,903,12337,1204,851,9378,0,0,0,0
12283,1584,12339,1084,3262,0,3297,2500,2500,5470,1202,1203,1808,859,0,903,12337,1204,851,9378,0,0,0,0
12283,1584,12339,1084,3262,0,3297,2500,2500,5470,1202,1203,1808,859,0,903,12337,1204,851,9378,0,0,0,0
12283,1584,12339,1084,3262,0,3297,2500,2500,5470,1202,1203,1808,859,0,903,12337,1204,851,9378,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12293,1605,12343,1089,3262,0,3294,2500,2500,5469,1208,1203,1805,861,0,903,12349,1202,850,9390,0,0,0,0
12341,1585,12337,1050,3272,0,3295,2500,2500,5449,1205,1202,1806,860,0,902,12348,1201,851,9252,0,0,0,0
12341,1585,12337,1050,3272,0,3295,2500,2500,5449,1205,1202,1806,860,0,902,12348,1201,851,9252,0,0,0,0
12341,1585,12337,1050,3272,0,3295,2500,2500,5449,1205,1202,1806,860,0,902,12348,1201,851,9252,0,0,0,0
12341,1585,12337,1050,3272,0,3295,2500,2500,5449,1205,1202,1806,860,0,902,12348,1201,851,9252,0,0,0,0
12341,1585,12337,1050,3272,0,3295,2500,2500,5449,1205,1202,1806,860,0,902,12348,1201,851,9252,0,0,0,0
12341,1585,12337,1050,3272,0,3295,2500,2500,5449,1205,1202,1806,860,0,902,12348,1201,851,9252,0,0,0,0
12341,1585,12337,1050,3272,0,3295,2500,2500,5449,1205,1202,1806,860,0,902,12348,1201,851,9252,0,0,0,0
12282,1576,12328,1064,3264,0,3292,2500,2500,5464,1206,1204,1806,860,0,902,12330,1206,851,9354,0,0,0,0
12282,1576,12328,1064,3264,0,3292,2500,2500,5464,1206,1204,1806,860,0,902,12330,1206,851,9354,0,0,0,0
12282,1576,12328,1064,3264,0,3292,2500,2500,5464,1206,1204,1806,860,0,902,12330,1206,851,9354,0,0,0,0
12282,1576,12328,1064,3264,0,3292,2500,2500,5464,1206,1204,1806,860,0,902,12330,1206,851,9354,0,0,0,0
12282,1576,12328,1064,3264,0,3292,2500,2500,5464,1206,1204,1806,860,0,902,12330,1206,851,9354,0,0,0,0
12282,1576,12328,1064,3264,0,3292,2500,2500,5464,1206,1204,1806,860,0,902,12330,1206,851,9354,0,0,0,0
12282,1576,12328,1064,3264,0,3292,2500,2500,5464,1206,1204,1806,860,0,902,12330,1206,851,9354,0,0,0,0
12282,1576,12328,1064,3264,0,3292,2500,2500,5464,1206,1204,1806,860,0,902,12330,1206,851,9354,0,0,0,0
12305,1589,12388,1073,3271,0,3293,2500,2500,5465,1201,1207,1807,861,0,906,12326,1204,850,9426,0,0,0,0
